"ID","Name","RA","DEC","Obj. Type","Repeater of Primary Burst","DM","DM-Err","DM-Units","Gal. DM Limit","Gal. DM Model","Barycentric Datetime","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"151261","AT 2024imr","12:52:14.537","+40:23:58.72","","","","","","","","","","","","ATLAS, GOTO, ZTF","ATLAS, GOTO, ZTF","","ATLAS; GOTO; ZTF","ATLAS24haq","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.248","orange-ATLAS","2024-05-09 08:43:55.776","ATLAS_Bot1","","2024TNSTR1455....1T","",""
"151258","SN 2024imo","15:03:17.390","+48:24:30.59","SN Ia","","","","","","","","0.031453","","","AMPEL, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","AMPEL; ATLAS; GOTO","ZTF24aamvzfc","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.34","g-ZTF","2024-05-10 07:13:39.360","ZTF_AMPEL_NEW","","2024TNSTR1454....1N","2024TNSCR1595....1J",""
"151257","AT 2024imn","12:14:01.663","-13:13:01.53","","","","","","","","","","","","GOTO, Pan-STARRS","GOTO, Pan-STARRS","","GOTO; Pan-STARRS","GOTO24bkb","GOTO-S - GOTO-3, GOTO-S - GOTO-4, PS2 - GPC2","","1","1","","19.91","L-GOTO","2024-05-08 08:57:14.112","GOTO_bot","","2024TNSTR1457....1R","",""
"151256","AT 2024imm","13:59:10.759","+27:59:19.19","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bjz","GOTO-N - GOTO-1","","1","1","","20.17","L-GOTO","2024-05-09 23:34:02.208","GOTO_bot","","2024TNSTR1457....1R","",""
"151255","AT 2024iml","18:14:11.309","+64:47:32.20","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bjx","GOTO-N - GOTO-1","","1","1","","19.75","L-GOTO","2024-05-10 01:33:06.624","GOTO_bot","","2024TNSTR1457....1R","",""
"151250","AT 2024imi","12:59:42.941","-44:22:50.92","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gzz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","19.213","orange-ATLAS","2024-05-06 03:33:22.752","ATLAS_Bot1","","2024TNSTR1438....1T","",""
"151239","AT 2024ilx","10:08:43.455","-19:52:40.41","","","","","","","","","","","","YSE, GOTO","Pan-STARRS, GOTO","","GOTO; Pan-STARRS; YSE","PS24cnh","GOTO-S - GOTO-4, PS2 - GPC2","","1","1","","20.27","g-P1","2024-05-08 07:15:23.040","YSE_Bot1","","2024TNSTR1444....1J","",""
"151236","AT 2024ilu","11:27:36.462","+33:51:34.96","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aamktkj","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.0542","g-ZTF","2024-05-07 06:43:29.997","Fritz","","2024TNSTR1446....1R","",""
"151213","AT 2024ila","15:36:51.851","+06:29:57.77","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gyt","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","18.991","orange-ATLAS","2024-05-06 12:13:54.624","ATLAS_Bot1","","2024TNSTR1438....1T","",""
"151212","AT 2024ikz","21:45:43.688","-44:09:10.99","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24asz","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.33","L-GOTO","2024-04-27 18:03:10.944","GOTO_bot","","2024TNSTR1441....1O","",""
"151211","AT 2024iky","09:40:15.618","-22:26:27.22","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gyl","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","18.611","cyan-ATLAS","2024-05-08 18:50:30.912","ATLAS_Bot1","","2024TNSTR1438....1T","",""
"151202","AT 2024ikp","11:21:38.979","+43:27:54.08","","","","","","","","","","SDSS J112139.43+432754.5","","ALeRCE, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","","ALeRCE; ATLAS; GOTO; Pan-STARRS","ZTF24aamjkav","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.1101","g-ZTF","2024-05-07 04:28:13.002","ALeRCE","","2024TNSTR1424....1M","",""
"151196","AT 2024ikj","21:42:53.797","-27:54:24.66","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gyj","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.8","cyan-ATLAS","2024-05-06 02:52:04.800","ATLAS_Bot1","","2024TNSTR1426....1T","",""
"151161","AT 2024ija","17:46:22.560","-40:49:48.83","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bif","Gaia - Gaia-photometric","","1","1","","18.28","G-Gaia","2024-05-02 00:51:50.400","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151160","AT 2024iiz","05:47:36.490","+35:48:03.96","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bie","Gaia - Gaia-photometric","","1","1","","17.63","G-Gaia","2024-05-01 21:36:00.000","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151151","AT 2024iiq","05:40:53.890","-09:06:04.28","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bid","Gaia - Gaia-photometric","","1","1","","18.87","G-Gaia","2024-05-01 16:37:55.200","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151150","AT 2024iip","17:44:02.660","-25:04:40.08","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bib","Gaia - Gaia-photometric","","1","1","","14.71","G-Gaia","2024-04-28 06:33:07.200","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151149","AT 2024iio","17:44:37.810","-19:47:58.63","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bia","Gaia - Gaia-photometric","","1","1","","15.29","G-Gaia","2024-05-01 08:16:47.000","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151148","AT 2024iin","05:46:56.420","-28:24:03.49","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bhz","Gaia - Gaia-photometric","","1","1","","17.88","G-Gaia","2024-05-02 08:34:04.800","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151147","AT 2024iim","05:40:13.790","-07:32:16.04","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bhy","Gaia - Gaia-photometric","","1","1","","16.77","G-Gaia","2024-05-01 14:52:48.000","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151138","AT 2024iid","17:46:12.740","-27:11:34.55","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bho","Gaia - Gaia-photometric","","1","1","","18.6","G-Gaia","2024-05-01 14:24:00.000","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151137","AT 2024iic","05:35:59.560","-67:29:10.36","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bhn","Gaia - Gaia-photometric","","1","1","","16.13","G-Gaia","2024-05-02 01:58:04.800","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151136","AT 2024iib","05:16:08.210","-68:47:51.32","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bhm","Gaia - Gaia-photometric","","1","1","","17.36","G-Gaia","2024-05-01 13:55:12.000","Gaia_Bot1","","2024TNSTR1427....1H","",""
"151132","AT 2024ihx","09:12:57.036","-23:29:35.54","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bev","GOTO-S - GOTO-4","","1","1","","19.68","L-GOTO","2024-05-05 08:32:00.384","GOTO_bot","","2024TNSTR1428....1B","",""
"151131","AT 2024ihw","10:19:09.484","-38:26:24.29","","","","","","","","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24bes","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","20.16","L-GOTO","2024-05-05 09:00:44.064","GOTO_bot","","2024TNSTR1428....1B","",""
"151122","AT 2024ihn","15:13:36.535","+54:08:37.83","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aalgoug","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.6761","r-ZTF","2024-04-29 08:50:04.997","Fritz","","2024TNSTR1431....1S","",""
"151121","AT 2024ihm","20:37:45.673","-56:14:43.18","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gpa","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.811","orange-ATLAS","2024-05-02 05:09:25.632","ATLAS_Bot1","","2024TNSTR1426....1T","",""
"151119","AT 2024ihk","11:53:14.802","+83:27:31.60","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aamjubm","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.8506","g-ZTF","2024-05-03 08:47:22.004","Fritz","","2024TNSTR1431....1S","",""
"151107","AT 2024igy","10:57:58.131","+45:40:42.28","","","","","","","","","","SDSS J105758.10+454042.1","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aambzji","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.1056","g-ZTF","2024-05-07 04:28:53.999","ALeRCE","","2024TNSTR1414....1M","",""
"151105","AT 2024igw","14:50:33.694","+11:52:13.54","","","","","","","","","","SDSS J145033.73+115215.1","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aamfaim","GOTO-N - GOTO-1, GOTO-S - GOTO-3, P48 - ZTF-Cam","","1","1","","19.6833","r-ZTF","2024-05-07 06:23:07.999","ALeRCE","","2024TNSTR1414....1M","",""
"151097","AT 2024igo","13:07:53.654","+39:26:05.04","","","","","","","","","","SDSS J130753.67+392604.7","","ALeRCE, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ALeRCE; ATLAS; GOTO","ZTF24aamlauy","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.4276","g-ZTF","2024-05-07 07:24:33.002","ALeRCE","","2024TNSTR1414....1M","",""
"151094","AT 2024igl","15:53:25.398","+45:23:38.99","","","","","","","","","","SDSS J155325.65+452341.5","0.1426435","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aammkyw","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","21.0618","g-ZTF","2024-05-03 08:52:58.999","ALeRCE","","2024TNSTR1414....1M","",""
"151088","SN 2024igg","15:09:30.910","+54:30:20.24","SN Ia-SC","","","","","","","","0.01085","NGC  5876","0.01085","ALeRCE, ATLAS, GOTO","ZTF, ATLAS, GOTO","None, OxQUB","ALeRCE; ATLAS; GOTO","ZTF24aamlalc","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","LT - SPRAT, NOT - ALFOSC","1","1","","17.7639","g-ZTF","2024-05-07 07:18:19.996","ALeRCE","","2024TNSTR1413....1M","2024TNSCR1433....1M, 2024TNSCR1546....1S",""
"151081","AT 2024ifz","14:48:15.639","-47:03:18.92","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gwd","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3","","1","1","","16.776","orange-ATLAS","2024-05-06 04:56:10.752","ATLAS_Bot1","","2024TNSTR1415....1T","",""
"151079","AT 2024ifx","21:38:07.880","+03:52:15.27","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bhn","GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","19.66","L-GOTO","2024-05-07 04:07:47.712","GOTO_bot","","2024TNSTR1416....1K","",""
"151078","SN 2024ifw","15:10:03.517","+21:31:01.17","SN Ia","","","","","","","","0.073","","","ZTF, Pan-STARRS, GOTO","ZTF, Pan-STARRS, GOTO","ZTF","GOTO; Pan-STARRS; ZTF","ZTF18aawglif","GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.8564","g-ZTF","2024-05-07 07:12:48.003","Fritz","","2024TNSTR1419....1R","2024TNSCR1518....1F",""
"151064","AT 2024ifi","10:09:15.049","+62:34:55.22","","","","","","","","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24aalwvsh","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.8959","g-ZTF","2024-05-03 05:45:27.999","Fritz","","2024TNSTR1417....1S","",""
"151058","AT 2024ifc","17:03:21.355","+22:33:36.82","","","","","","","","","","SDSS J170321.39+223336.7","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24aaminbv","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.6622","r-ZTF","2024-05-02 08:27:18.003","ALeRCE","","2024TNSTR1399....1M","",""
"151057","AT 2024ifb","19:41:33.620","-51:33:18.81","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24gvx","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.56","orange-ATLAS","2024-05-06 07:54:22.752","ATLAS_Bot1","","2024TNSTR1400....1T","",""
"151056","AT 2024ifa","18:23:38.480","-46:39:42.50","","","","","","","","","","","","MASTER","MASTER","","MASTER","MASTER OT J182338.48-463942.5","Other - Other","","1","1","","17.1","Clear-","2024-05-06 02:06:19.008","MASTER","","2024TNSTR1404....1V","",""
"151055","SN 2024iez","14:48:19.684","+20:49:43.95","SN Ia","","","","","","","","0.075","","","Tomo-e Gozen, GOTO","Tomo-e Gozen, GOTO","TCD","GOTO; Tomo-e Gozen","Tomo-e 202405aaafx","GOTO-N - GOTO-1, GOTO-N - GOTO-2, Other - Other","LT - SPRAT","1","1","","19.24","Clear-","2024-05-03 16:22:04.800","Sasaoka","","2024TNSTR1405....1S","2024TNSCR1548....1D",""
"151054","SN 2024iey","16:22:29.406","+43:31:20.62","SN Ia","","","","","","","","0.03","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","None","ATLAS; GOTO; Pan-STARRS; ZTF","ZTF24aamipnt","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","NOT - ALFOSC","1","1","","19.8763","g-ZTF","2024-05-06 10:10:05.952","ZTF_CLU_PUBLIC","","2024TNSTR1408....1D","2024TNSCR1447....1H",""
"151527","AT 2024iwt","14:32:55.627","-44:57:14.21","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bpc","GOTO-S - GOTO-3","","1","1","","17.85","L-GOTO","2024-05-14 12:06:42.624","GOTO_bot","","2024TNSTR1525....1U","",""
"151526","AT 2024iws","14:07:25.402","-44:05:39.78","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bpe","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","17.35","L-GOTO","2024-05-14 11:43:27.264","GOTO_bot","","2024TNSTR1525....1U","",""
"151515","AT 2024iwh","11:42:59.570","-23:43:11.37","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bpy","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.72","L-GOTO","2024-05-08 08:35:11.328","GOTO_bot","","2024TNSTR1524....1R","",""
"151478","AT 2024iux","16:48:28.611","+11:03:44.71","","","","","","","","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO; ZTF","GOTO24boz","GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","19.86","L-GOTO","2024-05-14 13:53:07.584","GOTO_bot","","2024TNSTR1508....1K","",""
"151469","AT 2024iuo","09:10:29.800","-23:06:58.44","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bon","GOTO-S - GOTO-4","","1","1","","20.02","L-GOTO","2024-05-14 08:54:55.008","GOTO_bot","","2024TNSTR1509....1G","",""
"151468","AT 2024iun","09:23:35.343","-20:10:17.12","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24boo","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.02","L-GOTO","2024-05-14 08:52:52.320","GOTO_bot","","2024TNSTR1509....1G","",""
"151467","AT 2024ium","06:28:05.050","-34:26:05.06","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bjd","Gaia - Gaia-photometric","","1","1","","15.02","G-Gaia","2024-04-10 14:38:24.000","Gaia_Bot1","","2024TNSTR1506....1H","",""
"151466","AT 2024iul","17:40:58.780","-46:53:01.00","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bjc","Gaia - Gaia-photometric","","1","1","","17.75","G-Gaia","2024-05-03 12:59:02.400","Gaia_Bot1","","2024TNSTR1506....1H","",""
"151465","AT 2024iuk","18:02:35.040","-15:55:36.01","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bjb","Gaia - Gaia-photometric","","1","1","","18","G-Gaia","2024-05-04 08:15:21.600","Gaia_Bot1","","2024TNSTR1506....1H","",""
"151464","AT 2024iuj","06:01:39.820","+05:52:10.16","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24biy","Gaia - Gaia-photometric","","1","1","","18.98","G-Gaia","2024-05-03 21:07:12.000","Gaia_Bot1","","2024TNSTR1506....1H","",""
"151463","AT 2024iui","05:38:19.550","+51:31:45.52","","","","","","","","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24bix","Gaia - Gaia-photometric","","1","1","","18.32","G-Gaia","2024-05-03 15:53:16.800","Gaia_Bot1","","2024TNSTR1506....1H","",""
"151462","AT 2024iuh","16:25:16.023","+30:19:26.03","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bnt","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.1","L-GOTO","2024-05-14 00:33:21.888","GOTO_bot","","2024TNSTR1512....1K","",""
"151461","AT 2024iug","09:23:35.075","-20:26:48.84","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bnx","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.19","L-GOTO","2024-05-14 08:52:52.320","GOTO_bot","","2024TNSTR1511....1U","",""
"151460","AT 2024iuf","10:24:24.838","-23:54:05.46","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bnz","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","20.08","L-GOTO","2024-05-14 09:03:57.600","GOTO_bot","","2024TNSTR1510....1O","",""
"151452","AT 2024itx","09:28:10.395","-22:14:11.40","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24hgp","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-4","","1","1","","18.842","orange-ATLAS","2024-05-12 01:25:56.352","ATLAS_Bot1","","2024TNSTR1493....1T","",""
"151451","AT 2024itw","21:04:40.097","+32:23:30.22","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bmm","GOTO-N - GOTO-1","","1","1","","20.24","L-GOTO","2024-05-03 03:29:10.464","GOTO_bot","","2024TNSTR1495....1R","",""
"151450","AT 2024itv","18:05:08.492","+15:16:10.17","","","","","","","","","","","","GOTO","GOTO","","GOTO","GOTO24bmn","GOTO-N - GOTO-1","","1","1","","19.79","L-GOTO","2024-05-13 03:26:48.768","GOTO_bot","","2024TNSTR1496....1R","",""
"151441","AT 2024itm","17:53:46.377","+32:14:17.29","","","","","","","","","","","","ALeRCE, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ALeRCE; ATLAS; GOTO","ZTF24aanmrts","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","21.058","g-ZTF","2024-05-11 08:56:48.002","ALeRCE","","2024TNSTR1491....1M","",""
"151426","AT 2024isy","18:44:16.999","-38:33:18.95","","","","","","","","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24hga","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","17.765","cyan-ATLAS","2024-05-13 00:49:35.616","ATLAS_Bot1","","2024TNSTR1493....1T","",""
